Gender,Own_Car,Own_Realty,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Age,Years_Employed,Family_Size,Occupation_Type,TARGET
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,31,2.7,1.0,Sales staff,0
F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63,0.0,1.0,Unknown,0
F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63,0.0,1.0,Unknown,0
F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63,0.0,1.0,Unknown,0
F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63,0.0,1.0,Unknown,0
F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,63,0.0,1.0,Unknown,0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0.3,3.0,Sales staff,0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0.3,3.0,Sales staff,0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0.3,3.0,Sales staff,0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0.3,3.0,Sales staff,0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0.3,3.0,Sales staff,0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0.3,3.0,Sales staff,0
F,N,N,0,265500.0,State servant,Secondary / secondary special,Separated,House / apartment,62,11.5,1.0,Unknown,0
F,N,N,0,265500.0,State servant,Secondary / secondary special,Separated,House / apartment,62,11.5,1.0,Unknown,0
F,N,N,0,265500.0,State servant,Secondary / secondary special,Separated,House / apartment,62,11.5,1.0,Unknown,0
F,N,N,0,265500.0,State servant,Secondary / secondary special,Separated,House / apartment,62,11.5,1.0,Unknown,0
M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,45,13.9,2.0,Drivers,0
M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,45,13.9,2.0,Drivers,0
M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,45,13.9,2.0,Drivers,0
F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51,4.9,1.0,High skill tech staff,1
F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51,4.9,1.0,High skill tech staff,0
F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51,4.9,1.0,High skill tech staff,0
F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51,4.9,1.0,High skill tech staff,0
F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51,4.9,1.0,High skill tech staff,0
F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51,4.9,1.0,High skill tech staff,0
F,N,N,0,112500.0,Working,Incomplete higher,Married,With parents,27,1.9,2.0,Sales staff,0
F,N,N,0,112500.0,Working,Incomplete higher,Married,With parents,27,1.9,2.0,Sales staff,0
F,N,N,0,112500.0,Working,Incomplete higher,Married,With parents,27,1.9,2.0,Sales staff,0
F,N,N,0,112500.0,Working,Incomplete higher,Married,With parents,27,1.9,2.0,Sales staff,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,8.2,1.0,Accountants,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55,1.1,2.0,Security staff,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55,1.1,2.0,Security staff,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55,1.1,2.0,Security staff,0
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,1
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,1
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,0
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,1
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,1
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,1
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,0
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,0
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,26,2.2,4.0,Core staff,0
M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,3.4,4.0,Drivers,0
M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,3.4,4.0,Drivers,0
M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
F,Y,N,0,90000.0,Commercial associate,Incomplete higher,Married,House / apartment,31,2.3,2.0,Sales staff,0
F,Y,N,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,2.0,Unknown,0
F,Y,N,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,2.0,Unknown,0
F,Y,N,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,2.0,Unknown,0
F,Y,N,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,2.0,Unknown,0
M,N,N,0,126000.0,Pensioner,Higher education,Married,House / apartment,56,0.0,2.0,Unknown,0
M,N,N,0,126000.0,Pensioner,Higher education,Married,House / apartment,56,0.0,2.0,Unknown,0
M,N,N,0,126000.0,Pensioner,Higher education,Married,House / apartment,56,0.0,2.0,Unknown,0
M,N,N,0,126000.0,Pensioner,Higher education,Married,House / apartment,56,0.0,2.0,Unknown,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,N,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,9.8,2.0,Laborers,0
M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,44,0.0,2.0,Unknown,0
M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,44,0.0,2.0,Unknown,0
F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,1.0,Unknown,0
F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,1.0,Unknown,0
F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,1.0,Unknown,0
F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,53,0.0,2.0,Unknown,0
F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,53,0.0,2.0,Unknown,0
F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,53,0.0,2.0,Unknown,0
F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,53,0.0,2.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,62,0.0,1.0,Unknown,0
F,N,N,1,135000.0,Working,Higher education,Married,With parents,29,6.4,3.0,Core staff,0
F,N,N,1,135000.0,Working,Higher education,Married,With parents,29,6.4,3.0,Core staff,0
F,N,N,1,135000.0,Working,Higher education,Married,With parents,29,6.4,3.0,Core staff,0
F,N,N,1,135000.0,Working,Higher education,Married,With parents,29,6.4,3.0,Core staff,0
F,N,N,1,135000.0,Working,Higher education,Married,With parents,29,6.4,3.0,Core staff,0
M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,2.0,Unknown,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,25,1.0,2.0,Sales staff,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,50,24.1,2.0,Core staff,0
M,N,N,0,58500.0,Working,Secondary / secondary special,Single / not married,House / apartment,37,6.5,1.0,Cleaning staff,0
M,N,N,0,58500.0,Working,Secondary / secondary special,Single / not married,House / apartment,37,6.5,1.0,Cleaning staff,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50,1.3,2.0,Drivers,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50,1.3,2.0,Drivers,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50,1.3,2.0,Drivers,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50,1.3,2.0,Drivers,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50,1.3,2.0,Drivers,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,50,1.3,2.0,Drivers,0
F,Y,N,0,187650.0,Working,Higher education,Single / not married,House / apartment,23,0.8,1.0,Unknown,0
F,Y,N,0,187650.0,Working,Higher education,Single / not married,House / apartment,23,0.8,1.0,Unknown,0
F,Y,N,0,187650.0,Working,Higher education,Single / not married,House / apartment,23,0.8,1.0,Unknown,0
F,Y,N,0,187650.0,Working,Higher education,Single / not married,House / apartment,23,0.8,1.0,Unknown,0
F,Y,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,31,4.5,4.0,Core staff,0
F,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0.0,1.0,Unknown,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0.0,1.0,Unknown,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0.0,1.0,Unknown,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0.0,1.0,Unknown,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0.0,1.0,Unknown,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,56,11.2,2.0,Drivers,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,56,11.2,2.0,Drivers,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,56,11.2,2.0,Drivers,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,56,11.2,2.0,Drivers,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,56,11.2,2.0,Drivers,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,48,2.8,2.0,Unknown,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,48,2.8,2.0,Unknown,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47,3.2,2.0,Laborers,0
M,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,39,2.0,4.0,Laborers,0
M,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,39,2.0,4.0,Laborers,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15.9,2.0,Unknown,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15.9,2.0,Unknown,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15.9,2.0,Unknown,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15.9,2.0,Unknown,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15.9,2.0,Unknown,0
M,N,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,Y,N,0,207000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,1.0,Unknown,0
F,Y,N,0,207000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,1.0,Unknown,0
F,Y,N,0,207000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,1.0,Unknown,0
M,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,40,3.7,4.0,Laborers,0
M,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,40,3.7,4.0,Laborers,0
M,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,40,3.7,4.0,Laborers,0
F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,28,2.8,3.0,Unknown,0
F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,28,2.8,3.0,Unknown,0
F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,28,2.8,3.0,Unknown,0
F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,28,2.8,3.0,Unknown,0
M,N,N,0,222750.0,Working,Higher education,Married,House / apartment,48,12.8,2.0,Managers,0
M,N,N,0,222750.0,Working,Higher education,Married,House / apartment,48,12.8,2.0,Managers,0
F,Y,N,1,216000.0,Commercial associate,Higher education,Married,House / apartment,33,3.4,3.0,Accountants,0
F,Y,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,27,0.6,2.0,Sales staff,0
F,Y,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,27,0.6,2.0,Sales staff,1
F,Y,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,27,0.6,2.0,Sales staff,0
M,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,3.7,3.0,Laborers,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,37,9.9,2.0,Accountants,0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,37,9.9,2.0,Accountants,0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,37,9.9,2.0,Accountants,0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,37,9.9,2.0,Accountants,0
F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,26,2.3,2.0,Unknown,1
F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,26,2.3,2.0,Unknown,0
F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,26,2.3,2.0,Unknown,0
F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,26,2.3,2.0,Unknown,0
F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,26,2.3,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,27,7.0,2.0,Drivers,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,27,7.0,2.0,Drivers,0
F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,0.0,2.0,Unknown,0
F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,52,15.4,2.0,Managers,0
F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,52,15.4,2.0,Managers,0
F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,52,15.4,2.0,Managers,0
F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,52,15.4,2.0,Managers,0
F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,52,15.4,2.0,Managers,0
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
M,Y,N,2,360000.0,Commercial associate,Higher education,Married,House / apartment,32,0.9,4.0,Sales staff,0
M,Y,N,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,N,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,N,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,N,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
